Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
351,David Hamilton*,27,BOS,AL,-0.1,12,29,27,3,2,0,0,1,2,2,0,2,8,.074,.138,.185,.323,-9,.168,-18,5,0,0,0,0,0,/46HD,,hamilda03
352,Joshua Palacios*,29,CHW,AL,-0.1,12,29,25,3,5,0,0,0,1,0,0,3,8,.200,.310,.200,.510,54,.249,58,5,0,1,0,0,0,9/H7,,palacjo01
353,Hayden Senger,28,NYM,NL,0.2,13,29,28,3,5,1,0,0,0,0,0,1,9,.179,.207,.214,.421,21,.189,9,6,0,0,0,0,0,2,,sengeha01
354,Gary Sánchez,32,BAL,AL,-0.2,10,28,25,1,3,0,0,0,4,0,0,1,9,.120,.179,.120,.299,-8,.147,-10,3,0,1,0,1,0,/21DH,,sanchga02
355,Austin Wynns,34,CIN,NL,0.7,10,28,26,6,13,1,0,3,11,0,0,2,7,.500,.536,.885,1.420,281,.599,295,23,1,0,0,0,0,2,,wynnsau01
356,Isaac Collins#,27,MIL,NL,-0.1,14,27,26,2,5,3,0,0,0,2,0,1,6,.192,.222,.308,.530,46,.281,57,8,1,0,0,0,0,/7HD9,,colliis01
357,Austin Hedges,32,CLE,AL,0.4,9,27,21,3,3,0,0,2,2,1,0,6,10,.143,.333,.429,.762,122,.350,123,9,0,0,0,0,0,/2,,hedgeau01
358,Tyler Heineman#,34,TOR,AL,0.9,8,27,26,5,13,3,0,1,5,1,0,1,4,.500,.519,.731,1.249,260,.539,257,19,0,0,0,0,0,/2H,,heinety01
359,Yoán Moncada#,30,LAA,AL,0.0,8,27,21,3,4,2,0,0,4,0,0,6,8,.190,.370,.286,.656,93,.307,95,6,0,0,0,0,0,/5H,,moncayo01
360,Alexander Canario,25,PIT,NL,-0.3,10,26,23,4,2,0,0,1,1,0,0,3,6,.087,.192,.217,.410,14,.229,32,5,1,0,0,0,0,/98H7,,canaral01
361,Ramón Laureano,30,BAL,AL,0.5,14,26,25,3,5,0,0,3,4,0,0,1,9,.200,.231,.560,.791,128,.332,122,14,2,0,0,0,0,/79H8D,,laurera01
362,Kevin Pillar,36,TEX,AL,0.2,14,26,26,5,8,2,0,0,1,1,0,0,5,.308,.308,.385,.692,104,.304,93,10,0,0,0,0,0,/H879D,,pillake01
363,Rob Refsnyder,34,BOS,AL,0.3,10,26,25,4,8,2,0,1,2,2,0,1,9,.320,.346,.520,.866,144,.428,166,13,1,0,0,0,0,/97H,,refsnro01
364,Connor Wong,29,BOS,AL,-0.2,9,26,23,0,2,0,0,0,0,1,0,3,7,.087,.192,.087,.279,-16,.194,6,2,1,0,0,0,0,/2HD,,wongco01
365,Jonny DeLuca,26,TBR,AL,0.4,9,25,23,4,10,0,1,0,1,4,0,2,4,.435,.480,.522,1.002,194,.469,187,12,0,0,0,0,0,/8DH,,delucjo01
366,Caleb Durbin,25,MIL,NL,0.2,6,25,23,4,6,1,0,1,3,1,0,0,0,.261,.320,.435,.755,109,.342,107,10,0,2,0,0,0,/54,,durbica01
367,J.C. Escarra*,30,NYY,AL,-0.1,8,25,21,1,3,2,0,0,1,0,0,3,5,.143,.280,.238,.518,53,.249,56,5,0,1,0,0,0,/2HD,,escarjc01
368,Sam Huff,27,SFG,NL,0.1,9,25,22,1,5,0,0,1,2,0,0,3,10,.227,.320,.364,.684,99,.311,101,8,1,0,0,0,0,/2,,huffsa01
369,Chas McCormick,30,HOU,AL,0.0,18,25,18,1,4,0,0,0,0,1,1,4,7,.222,.364,.222,.586,77,.274,82,4,1,0,3,0,0,9/8H7D,,mccorch01
370,Kevin Newman,31,LAA,AL,-0.4,11,25,24,3,3,0,0,0,0,0,0,0,7,.125,.125,.125,.250,-28,.113,-50,3,1,0,1,0,0,/65H,,newmake01
371,Zach Dezenzo,25,HOU,AL,0.3,9,24,22,5,7,2,0,0,3,0,0,2,9,.318,.375,.409,.784,130,.351,130,9,1,0,0,0,0,/937,,dezenza01
372,Iván Herrera,25,STL,NL,0.5,7,24,21,6,8,2,0,4,11,0,0,3,5,.381,.458,1.048,1.506,309,.610,309,22,3,0,0,0,0,/2H,,herreiv01
373,Connor Norby,25,MIA,NL,0.1,6,24,22,6,6,2,0,0,0,2,0,0,7,.273,.333,.364,.697,90,.337,91,8,0,2,0,0,0,/5H,,norbyco01
374,Oswald Peraza,25,NYY,AL,0.1,10,24,23,5,5,2,0,1,3,0,0,1,8,.217,.250,.435,.685,94,.292,86,10,0,0,0,0,0,/5H4,,perazos02
375,Yohel Pozo,28,STL,NL,0.3,6,24,23,3,7,3,0,1,2,0,0,1,1,.304,.333,.565,.899,148,.385,147,13,0,0,0,0,0,/2,,pozoyo01
376,Edgar Quero#,22,CHW,AL,0.2,7,24,21,1,7,2,0,0,4,0,0,2,2,.333,.417,.429,.845,150,.419,180,9,0,1,0,0,0,/2DH,,queroed01
377,Leo Rivas#,27,SEA,AL,0.3,9,24,18,4,5,0,0,0,0,2,0,6,4,.278,.458,.278,.736,132,.378,145,5,0,0,0,0,0,/4HD,,rivasle01
378,Casey Schmitt,26,SFG,NL,0.1,8,24,23,1,4,2,0,0,2,0,0,0,9,.174,.208,.261,.469,36,.249,56,6,0,1,0,0,0,/3H4D,,schmica01
379,Jose Siri,29,NYM,NL,-0.2,10,24,20,5,1,1,0,0,1,2,0,4,8,.050,.208,.100,.308,-8,.190,-4,2,0,0,0,0,0,/8H,,sirijo01
380,José Tena*,24,WSN,NL,0.0,9,24,24,3,6,2,1,0,3,0,0,0,6,.250,.250,.417,.667,86,.281,74,10,0,0,0,0,0,/5H,,tenajo01
381,Eli White,31,ATL,NL,0.0,16,24,21,6,5,1,0,1,3,1,0,3,6,.238,.333,.429,.762,111,.345,109,9,0,0,0,0,0,/7H9D8,,whiteel04
382,Austin Barnes,35,LAD,NL,-0.2,7,23,23,2,4,2,0,0,2,0,0,0,7,.174,.174,.261,.435,23,.188,10,6,1,0,0,0,0,/2,,barneau01
383,Alex Verdugo*,29,ATL,NL,0.0,5,23,22,4,6,3,0,0,2,0,0,1,3,.273,.304,.409,.713,97,.313,93,9,0,0,0,0,0,/7,,verdual01
384,Adael Amador#,22,COL,NL,-0.5,8,22,20,1,2,1,0,0,0,0,0,0,8,.100,.143,.150,.293,-21,.138,-48,3,1,1,1,0,0,/4H,,amadoad01
385,Mark Canha,36,KCR,AL,0.1,9,22,19,5,7,2,0,0,1,0,0,2,3,.368,.455,.474,.928,169,.416,174,9,0,1,0,0,0,/7H3D,,canhama01
386,Nick Fortes,28,MIA,NL,0.3,7,22,20,1,6,2,1,0,3,0,0,0,5,.300,.333,.500,.833,124,.360,122,10,1,1,1,0,0,/2,,forteni01
387,Mickey Gasper#,29,MIN,AL,-0.1,10,22,18,1,2,0,0,0,0,0,0,4,7,.111,.273,.111,.384,16,.198,16,2,0,0,0,0,0,/DH4237,,gaspemi01
388,Dustin Harris*,25,TEX,AL,0.3,9,22,21,4,6,2,0,1,1,0,1,1,8,.286,.318,.524,.842,145,.341,143,11,0,0,0,0,0,/78H,,harridu01
389,Luke Keaschall,22,MIN,AL,0.4,5,22,17,4,6,3,0,0,2,5,0,4,2,.353,.500,.529,1.029,196,.512,200,9,0,1,0,0,0,/D4,,keasclu01
390,Jake Rogers,30,DET,AL,0.4,6,22,18,3,4,0,1,0,0,0,0,4,5,.222,.364,.333,.697,106,.322,109,6,0,0,0,0,0,/2,,rogerja03
391,Davis Schneider,26,TOR,AL,0.1,10,21,15,2,1,0,0,0,1,0,0,5,8,.067,.333,.067,.400,26,.285,82,1,1,1,0,0,0,/7H4,,schneda03
392,Henry Davis,25,PIT,NL,0.0,7,20,20,1,3,0,0,1,2,0,0,0,3,.150,.150,.300,.450,22,.239,39,6,0,0,0,0,0,/2H,,davishe01
393,Stuart Fairchild,29,ATL,NL,-0.4,10,20,20,1,1,0,1,0,0,1,0,0,7,.050,.050,.150,.200,-47,.138,-43,3,1,0,0,0,0,/9HD,,faircst01
394,Rafael Marchán#,26,PHI,NL,-0.1,6,20,16,1,2,0,0,0,2,0,0,4,3,.125,.300,.125,.425,25,.230,34,2,1,0,0,0,0,/2,,marchra01
395,Manuel Margot,30,DET,AL,0.0,6,20,19,1,6,0,0,0,3,0,0,0,6,.316,.300,.316,.616,81,.266,69,6,0,0,0,1,0,/9H,,margoma01
396,Austin Slater,32,CHW,AL,0.0,8,20,20,2,5,2,0,1,1,0,0,0,5,.250,.250,.500,.750,114,.321,110,10,0,0,0,0,0,/9HD,,slateau01
397,DaShawn Keirsey Jr.*,28,MIN,AL,-0.4,16,19,19,1,2,0,0,0,0,3,1,0,6,.105,.105,.105,.211,-39,.156,-22,2,0,0,0,0,0,9/H78D,,keirsda01
398,Christian Koss,27,SFG,NL,0.1,9,19,17,2,3,0,0,0,0,0,0,1,6,.176,.263,.176,.440,31,.304,95,3,0,1,0,0,0,/45H16,,kossch01
399,Addison Barger*,25,TOR,AL,-0.2,7,18,17,1,1,1,0,0,0,0,0,1,4,.059,.111,.118,.229,-33,.109,-44,2,0,0,0,0,0,/9H,,bargead01
400,Colton Cowser*,25,BAL,AL,0.1,4,18,16,2,2,0,0,1,1,0,0,1,6,.125,.222,.313,.535,58,.244,59,5,0,1,0,0,0,/7,,cowseco01
401,Zach Neto,24,LAA,AL,0.1,5,18,17,3,2,1,0,1,3,0,0,0,6,.118,.167,.353,.520,45,.220,33,6,2,1,0,0,0,/6,,netoza01
402,Max Schuemann,28,ATH,AL,-0.3,11,18,18,1,3,0,2,0,0,0,1,0,4,.167,.167,.389,.556,55,.201,40,7,2,0,0,0,0,/5H4679,,schuema01
403,Eric Haase,32,MIL,NL,0.3,9,17,15,4,4,0,0,1,2,0,0,2,5,.267,.353,.467,.820,127,.363,128,7,0,0,0,0,0,/2,,haaseer01
404,Korey Lee,26,CHW,AL,0.2,9,17,15,3,5,2,0,0,1,0,0,2,3,.333,.412,.467,.878,158,.383,155,7,0,0,0,0,0,/2HD,,leeko01
405,Jorge Mateo,30,BAL,AL,-0.5,12,17,17,1,1,1,0,0,0,3,1,0,6,.059,.059,.118,.176,-49,.090,-61,2,1,0,0,0,0,/H6D418,,mateojo01
406,Michael Siani*,25,STL,NL,-0.3,18,17,16,4,4,0,0,0,0,0,0,1,6,.250,.294,.250,.544,55,.254,52,4,0,0,0,0,0,8/H,,sianimi01
407,Tyler Freeman,26,COL,NL,-0.4,7,16,11,4,1,0,0,0,1,1,0,2,3,.091,.313,.091,.403,16,.251,30,1,1,2,0,1,0,/4HD,,freemty01
408,Jurickson Profar#,32,ATL,NL,-0.3,4,16,15,2,3,0,0,0,0,0,0,1,3,.200,.250,.200,.450,28,.213,21,3,0,0,0,0,0,/7,,profaju01
409,Ezequiel Durán,26,TEX,AL,-0.2,7,15,14,0,0,0,0,0,1,0,0,0,4,.000,.000,.000,.000,-100,.000,-117,0,0,0,0,1,0,/51346H,,duranez01
410,Travis Jankowski*,34,CHW,AL,-0.2,7,15,14,1,3,0,0,0,0,0,0,1,3,.214,.267,.214,.481,44,.220,37,3,0,0,0,0,0,/9H8,,jankotr01
411,Jhonny Pereda,29,ATH,AL,0.0,6,15,15,0,4,1,0,0,1,0,0,0,7,.267,.267,.333,.600,72,.258,61,5,0,0,0,0,0,/21H,,peredjh01
412,Chandler Simpson*,24,TBR,AL,0.2,4,15,15,2,5,1,0,0,2,2,0,0,2,.333,.333,.400,.733,114,.352,108,6,0,0,0,0,0,/8,,simpsch01
413,Gage Workman*,25,CHC,NL,-0.2,9,15,14,0,3,1,0,0,2,1,0,1,6,.214,.267,.286,.552,57,.261,48,4,0,0,0,0,0,/56DH,,workmga01
414,Tomás Nido,31,DET,AL,0.1,4,14,12,1,5,0,0,0,2,0,0,0,3,.417,.462,.417,.878,160,.403,172,5,1,1,1,0,0,/2,,nidoto01
415,Blake Sabol*,27,BOS,AL,0.0,7,14,13,2,2,1,0,0,1,0,0,0,6,.154,.143,.231,.374,5,.155,-15,3,1,0,0,1,0,/2DH,,sabolbl01
416,Pablo Reyes,31,NYY,AL,-0.2,8,13,12,2,2,0,0,0,0,1,0,1,3,.167,.231,.167,.397,18,.212,15,2,0,0,0,0,0,/H59D,,reyespa01
417,Riley Adams,29,WSN,NL,-0.2,5,12,12,0,1,0,0,0,0,0,0,0,6,.083,.083,.083,.167,-52,.075,-75,1,1,0,0,0,0,/2,,adamsri03
418,Mike Tauchman*,34,CHW,AL,0.2,3,12,10,1,4,0,0,0,0,0,0,2,2,.400,.500,.400,.900,169,.416,177,4,0,0,0,0,0,/9,,tauchmi01
419,Chris Taylor,34,LAD,NL,0.0,14,12,12,2,3,0,0,0,1,0,1,0,4,.250,.250,.250,.500,45,.177,32,3,1,0,0,0,0,7/8H,,tayloch03
420,Aaron Schunk,27,COL,NL,0.0,4,11,10,1,3,1,0,0,0,0,0,0,3,.300,.300,.400,.700,88,.307,79,4,0,0,1,0,0,/6H,,schunaa01
421,Jacob Hurtubise*,27,CIN,NL,0.0,9,10,7,2,1,0,0,0,0,0,0,1,4,.143,.400,.143,.543,57,.306,83,1,0,2,0,0,0,/H79,,hurtuja01
422,Coco Montes,28,TBR,AL,0.1,5,10,10,0,2,0,0,0,1,0,0,0,3,.200,.200,.200,.400,18,.181,9,2,0,0,0,0,0,/457,,monteco01
423,Omar Narváez*,33,CHW,AL,0.1,4,10,7,1,2,0,0,0,3,0,0,2,1,.286,.400,.286,.686,107,.309,101,2,0,0,0,1,0,/2,,narvaom01
424,Connor Joe,32,SDP,NL,-0.2,6,9,9,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,.000,-132,0,0,0,0,0,0,/H378,,joeco01
425,Braxton Fulford,26,COL,NL,-0.1,4,8,8,1,1,0,0,1,1,0,0,0,5,.125,.125,.500,.625,59,.257,44,4,0,0,0,0,0,/2H,,fulfobr01
426,Agustín Ramírez,23,MIA,NL,0.4,2,8,6,1,5,3,0,0,1,1,1,2,0,.833,.875,1.333,2.208,492,.830,484,8,0,0,0,0,0,/2,,ramirag01
427,David Villar,28,SFG,NL,0.0,2,8,7,3,2,1,0,0,0,0,0,1,1,.286,.375,.429,.804,133,.358,134,3,1,0,0,0,0,/35,,villada01
428,José Azócar,29,NYM,NL,0.1,2,7,7,1,3,0,0,0,0,0,0,0,0,.429,.429,.429,.857,147,.388,154,3,0,0,0,0,0,/78,,azocajo01
429,Rob Brantly*,35,MIA,NL,0.1,3,7,7,0,3,0,0,0,1,0,0,0,1,.429,.429,.429,.857,135,.374,131,3,0,0,0,0,0,/2,,brantro01
430,Tsung-Che Cheng*,23,PIT,NL,0.0,3,7,7,0,0,0,0,0,0,0,1,0,3,.000,.000,.000,.000,-100,.059,-40,0,0,0,0,0,0,/64,,chengts01
431,Kody Clemens*,29,PHI,NL,-0.1,7,7,6,0,0,0,0,0,0,0,0,1,0,.000,.143,.000,.143,-55,.100,-62,0,0,0,0,0,0,/H47D,,clemeko01
432,Bobby Dalbec,30,CHW,AL,0.1,3,7,6,1,2,1,0,0,0,0,0,1,3,.333,.429,.500,.929,173,.408,173,3,1,0,0,0,0,/H356,,dalbebo01
433,Jace Jung*,24,DET,AL,-0.2,2,7,5,1,0,0,0,0,0,0,0,2,2,.000,.286,.000,.286,-7,.197,19,0,1,0,0,0,0,/5,,jungja01
434,Tirso Ornelas*,25,SDP,NL,-0.1,4,7,6,0,0,0,0,0,1,0,0,1,1,.000,.143,.000,.143,-55,.100,-60,0,0,0,0,0,0,/7H8,,ornelti01
435,Ronny Simón#,25,MIA,NL,0.0,2,7,7,0,2,1,0,0,1,0,0,0,1,.286,.286,.429,.714,92,.309,85,3,0,0,0,0,0,/7D,,simonro01
436,Dylan Carlson#,26,BAL,AL,-0.1,2,6,4,1,0,0,0,0,1,0,0,1,4,.000,.167,.000,.167,-45,.115,-33,0,0,0,0,1,0,/79H,,carlsdy01
437,Nicky Lopez*,30,LAA,AL,-0.1,4,6,6,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-126,0,0,0,0,0,0,/5167,,lopezni01
438,Chadwick Tromp,30,ATL,NL,0.0,2,6,5,0,0,0,0,0,0,0,0,1,2,.000,.167,.000,.167,-48,.116,-51,0,1,0,0,0,0,/2,,trompch01
439,Mason McCoy,30,SDP,NL,0.0,2,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-132,0,0,0,0,0,0,/4H,,mccoyma01
440,Jonathan Ornelas,25,TEX,AL,0.1,3,5,4,0,0,0,0,0,0,0,0,1,3,.000,.200,.000,.200,-34,.138,-20,0,0,0,0,0,0,/6,,orneljo01
441,Johnathan Rodríguez,25,CLE,AL,-0.1,4,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-122,0,0,0,0,0,0,/7HD,,rodrijo10
442,Tyler Tolbert,27,KCR,AL,0.1,10,5,5,1,0,0,0,0,0,4,0,0,2,.000,.000,.000,.000,-100,.203,-120,0,0,0,0,0,0,/H87D49,,tolbety01
443,Ji Hwan Bae*,25,PIT,NL,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-133,0,0,0,0,0,0,/7DH,,baeji01
444,Will Benson*,27,CIN,NL,-0.1,1,4,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-138,0,0,0,0,0,0,/7,,bensowi01
445,J.D. Davis,32,LAA,AL,-0.2,2,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-125,0,0,0,0,0,0,/35,,davisjd01
446,Nick Kurtz*,22,ATH,AL,0.0,1,4,4,0,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,45,.226,36,1,0,0,0,0,0,/3,,kurtzni01
447,Trey Lipscomb,25,WSN,NL,0.1,3,4,4,1,2,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,187,.428,180,2,0,0,0,0,0,/356H,,lipsctr01
448,Richie Palacios*,28,TBR,AL,0.2,1,4,4,1,3,1,0,0,0,1,0,0,0,.750,.750,1.000,1.750,408,.831,432,4,0,0,0,0,0,/79,,palacri01
449,Eddie Rosario*,33,LAD,NL,0.0,2,4,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,45,.226,38,1,0,0,0,0,0,/D,,rosared01
450,Cal Stevenson*,28,PHI,NL,0.0,3,4,4,0,1,0,0,0,1,0,0,0,0,.250,.250,.250,.500,41,.202,13,1,0,0,0,0,0,/8H,,steveca01
451,Will Wilson,26,CLE,AL,0.0,1,4,4,0,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,47,.226,41,1,0,0,0,0,0,/5,,wilsowi03
452,Vidal Bruján#,27,CHC,NL,0.0,4,3,3,1,1,1,0,0,0,1,1,0,2,.333,.333,.667,1.000,176,.337,179,2,0,0,0,0,0,/H5D,,brujavi01
453,Dominic Canzone*,27,SEA,AL,-0.1,2,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-112,0,0,0,0,0,0,/H9,,canzodo01
454,Hunter Feduccia*,28,LAD,NL,0.0,2,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,6,.233,44,0,0,0,0,0,0,/H3,,feduchu01
455,Nick Gonzales,26,PIT,NL,0.1,1,3,3,1,1,0,0,1,2,0,0,0,2,.333,.333,1.333,1.667,339,.684,359,4,0,0,0,0,0,/4,,gonzani01
456,Nick Ahmed,35,TEX,AL,-0.1,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-118,0,1,0,0,0,0,/6,,ahmedni01
457,Greg Jones#,27,CHW,AL,0.0,3,2,2,0,0,0,0,0,0,1,0,0,2,.000,.000,.000,.000,-100,.127,-118,0,0,0,0,0,0,/H9,,jonesgr02
458,Josh Lowe*,27,TBR,AL,0.2,1,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,195,.451,205,1,0,0,0,0,0,/9,,lowejo01
459,Weston Wilson,30,PHI,NL,0.0,1,2,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,182,.453,195,1,0,0,0,0,0,/7,,wilsowe01
460,Dairon Blanco,32,KCR,AL,,3,1,1,2,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,-100,1.415,545,0,0,0,0,0,0,/H,,blancda02
461,Ryne Nelson,27,ARI,NL,0.0,1,1,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,462,.906,527,1,0,0,0,0,0,/1H,,nelsory01
462,Colin Rea,34,CHC,NL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/1,,reaco01
463,Jorge Barrosa#,24,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/DH,,barrojo01
464,Jake Bird,29,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,birdja01
465,Angel Chivilli,22,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,chivian01
466,Ryan Helsley,30,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,helslry01
467,Jeff Hoffman,32,TOR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,hoffmje02
468,Drey Jameson,27,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,jamesdr01
469,Joe Mantiply,34,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,mantijo01
470,Justin Martínez,23,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,martiju01
471,Phil Maton,32,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,matonph01
472,Shelby Miller,34,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,millesh01
473,Andre Pallante,26,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,pallaan01
474,A.J. Puk*,30,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,pukaj01
475,Nick Sandlin,28,TOR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,sandlni01
476,Tanner Scott,30,LAD,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,scottta01
477,Ryan Thompson,33,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,thompry02
